зверьми	NOUN,anim,masc plur,ablt,Arch
раскровавила	NOUN,inan,neut sing,gent
раскровавила	NOUN,inan,neut plur,nomn
раскровавила	NOUN,inan,neut plur,accs
изумлению	NOUN,inan,neut sing,datv
хладнокровно…	UNKN
промежуток	NOUN,inan,masc sing,accs
промежуток	NOUN,inan,masc sing,nomn
шепнула	VERB,perf,tran femn,sing,past,indc
нарнийском	ADJF masc,sing,loct
нарнийском	ADJF neut,sing,loct
нарнийском	NOUN,inan,masc,Geox sing,ablt
позаботься	VERB,perf,intr sing,impr,excl
вазочка	NOUN,inan,femn sing,nomn
побывавший	PRTF,perf,intr,past,actv masc,sing,nomn
побывавший	PRTF,perf,intr,past,actv inan,masc,sing,accs
будет	VERB,impf,intr sing,3per,futr,indc
живых	NOUN,anim,masc plur,gent
живых	NOUN,anim,masc plur,accs
живых	NOUN,anim,masc plur,loct
живых	ADJF,Qual plur,gent
живых	ADJF,Qual anim,plur,accs
живых	ADJF,Qual plur,loct
течи	NOUN,inan,femn,Sgtm,Geox sing,gent
течи	NOUN,inan,femn sing,gent
течи	NOUN,inan,femn sing,datv
течи	NOUN,inan,femn sing,loct
течи	NOUN,inan,femn plur,nomn
течи	NOUN,inan,femn plur,accs
тетивы	NOUN,inan,femn sing,gent
тетивы	NOUN,inan,femn plur,nomn
тетивы	NOUN,inan,femn plur,accs
кормил	VERB,impf,tran masc,sing,past,indc
кормил	NOUN,inan,neut plur,gent
топлива	NOUN,inan,neut sing,gent
топлива	NOUN,inan,neut plur,nomn
топлива	NOUN,inan,neut plur,accs
повинуюсь!	UNKN
доведётся	VERB,perf,intr,Impe sing,futr,indc
затрат	NOUN,inan,femn plur,gent
обернувшись	GRND,perf,intr past,V-sh
блестевшей	PRTF,impf,intr,past,actv femn,sing,gent
блестевшей	PRTF,impf,intr,past,actv femn,sing,datv
блестевшей	PRTF,impf,intr,past,actv femn,sing,ablt
блестевшей	PRTF,impf,intr,past,actv femn,sing,loct
посмотрю	VERB,perf,tran sing,1per,futr,indc
тётей	NOUN,anim,femn sing,ablt
тётей	NOUN,anim,femn plur,gent,Infr
тётей	NOUN,anim,femn plur,accs,Infr
исцеляет	VERB,impf,tran sing,3per,pres,indc
суровое	ADJF,Qual neut,sing,nomn
суровое	ADJF,Qual neut,sing,accs
могла	VERB,impf,intr femn,sing,past,indc
сделаюсь	VERB,perf,intr sing,1per,futr,indc
усыпальниц	NOUN,inan,femn plur,gent
желая	GRND,impf,tran pres
солнце	NOUN,inan,neut sing,nomn
солнце	NOUN,inan,neut sing,accs
солнце	NOUN,inan,neut sing,loct
кончиков	NOUN,inan,masc plur,gent
послушайте	VERB,perf,tran plur,impr,excl
расступались	VERB,impf,intr plur,past,indc
солонину	NOUN,inan,femn sing,accs
сигнала	NOUN,inan,masc sing,gent
теперь…	UNKN
отца	NOUN,anim,masc sing,gent
отца	NOUN,anim,masc sing,accs
холмов	NOUN,inan,masc plur,gent
холмов	NOUN,anim,masc,Sgtm,Surn sing,nomn
понятна	ADJS,Qual femn,sing
взмахнула	VERB,perf,intr femn,sing,past,indc
продали	VERB,perf,tran plur,past,indc
кинжале	NOUN,inan,masc sing,loct
дождливая	ADJF,Qual femn,sing,nomn
грубых	ADJF,Qual plur,gent
грубых	ADJF,Qual anim,plur,accs
грубых	ADJF,Qual plur,loct
солнечный	ADJF,Qual masc,sing,nomn
солнечный	ADJF,Qual inan,masc,sing,accs
золотых	NOUN,inan,masc plur,gent
золотых	NOUN,inan,masc plur,loct
золотых	ADJF plur,gent
золотых	ADJF anim,plur,accs
золотых	ADJF plur,loct
претендует	VERB,impf,intr sing,3per,pres,indc
скатертью	NOUN,inan,femn sing,ablt
переждать	INFN,perf,tran
незамедлительно	ADVB
незамедлительно	ADJS neut,sing
обутые	ADJF,Qual plur,nomn
обутые	ADJF,Qual inan,plur,accs
обутые	PRTF,perf,tran,past,pssv plur,nomn
обутые	PRTF,perf,tran,past,pssv inan,plur,accs
мокнуть	INFN,impf,intr
сиккуса	NOUN,inan,femn,Sgtm,Geox sing,nomn
сиккуса	NOUN,inan,masc sing,gent
сиккуса	NOUN,inan,masc sing,gent
ничто	NPRO,neut sing,nomn
смешные…	UNKN
говорите	VERB,impf,tran plur,2per,pres,indc
говорите	VERB,impf,tran plur,impr,excl
ярко-жёлтые	ADJF plur,nomn
ярко-жёлтые	ADJF inan,plur,accs
отвесные	ADJF,Qual plur,nomn
отвесные	ADJF,Qual inan,plur,accs
ждал	VERB,impf,tran masc,sing,past,indc
сочувствия	NOUN,inan,neut sing,gent
сочувствия	NOUN,inan,neut plur,nomn
сочувствия	NOUN,inan,neut plur,accs
связали	VERB,perf,tran plur,past,indc
небесным	ADJF,Qual masc,sing,ablt
небесным	ADJF,Qual neut,sing,ablt
небесным	ADJF,Qual plur,datv
лентой	NOUN,inan,femn sing,ablt
мысом	NOUN,inan,masc sing,ablt
дороги	NOUN,inan,femn sing,gent
дороги	ADJS,Qual plur
дороги	NOUN,inan,femn plur,nomn
дороги	NOUN,inan,femn plur,accs
апельсина	NOUN,inan,masc sing,gent
всякими	ADJF,Apro plur,ablt
часовой	ADJF masc,sing,nomn
часовой	ADJF inan,masc,sing,accs
часовой	ADJF femn,sing,gent
часовой	ADJF femn,sing,datv
часовой	ADJF femn,sing,ablt
часовой	ADJF femn,sing,loct
часовой	NOUN,anim,masc sing,nomn
дулся	VERB,perf,intr masc,sing,past,indc
отвечать	INFN,impf,intr
отруби	NOUN,inan,GNdr,Pltm plur,nomn
отруби	NOUN,inan,GNdr,Pltm plur,accs
отруби	VERB,perf,tran sing,impr,excl
закрываться	INFN,impf,intr
ур-ра	NOUN,anim,masc sing,gent
ур-ра	NOUN,anim,masc sing,accs
чёрную	ADJF,Qual femn,sing,accs
портишь	VERB,impf,tran sing,2per,pres,indc
прикрывал	VERB,impf,tran masc,sing,past,indc
любопытной	ADJF,Qual femn,sing,gent
любопытной	ADJF,Qual femn,sing,datv
любопытной	ADJF,Qual femn,sing,ablt
любопытной	ADJF,Qual femn,sing,loct
избавились	VERB,perf,intr plur,past,indc
ключевой	ADJF masc,sing,nomn
ключевой	ADJF inan,masc,sing,accs
ключевой	ADJF femn,sing,gent
ключевой	ADJF femn,sing,datv
ключевой	ADJF femn,sing,ablt
ключевой	ADJF femn,sing,loct
привык	VERB,perf,intr masc,sing,past,indc
запоздавшие	PRTF,perf,intr,past,actv plur,nomn
запоздавшие	PRTF,perf,intr,past,actv inan,plur,accs
рассердился	VERB,perf,intr masc,sing,past,indc
позднее	ADJF,Qual neut,sing,nomn
позднее	ADJF,Qual neut,sing,accs
позднее	COMP,Qual Infr
непохоже	ADJS,Qual neut,sing
бригантин	NOUN,inan,femn plur,gent
заброшенным	PRTF,perf,tran,past,pssv masc,sing,ablt
заброшенным	PRTF,perf,tran,past,pssv neut,sing,ablt
заброшенным	PRTF,perf,tran,past,pssv plur,datv
красивый	ADJF,Qual masc,sing,nomn
красивый	ADJF,Qual inan,masc,sing,accs
чаячьим	ADJF,Poss masc,sing,ablt
чаячьим	ADJF,Poss neut,sing,ablt
чаячьим	ADJF,Poss plur,datv
смоет	VERB,perf,tran sing,3per,futr,indc
налево	ADVB
зеркало	NOUN,inan,neut sing,nomn
зеркало	NOUN,inan,neut sing,accs
нацелили	VERB,perf,tran plur,past,indc
крошечное	ADJF,Qual neut,sing,nomn
крошечное	ADJF,Qual neut,sing,accs
сладостный	ADJF,Qual masc,sing,nomn
сладостный	ADJF,Qual inan,masc,sing,accs
проста	ADJS,Qual femn,sing
зубцом	NOUN,inan,masc sing,ablt
богатым	ADJF,Qual masc,sing,ablt
богатым	ADJF,Qual neut,sing,ablt
богатым	ADJF,Qual plur,datv
оживили	VERB,perf,tran plur,past,indc
замёрзшую	PRTF,perf,intr,past,actv femn,sing,accs
читатель	NOUN,anim,masc sing,nomn
толстыми	NOUN,anim,GNdr,Ms-f,Pltm,Surn plur,ablt
толстыми	ADJF,Qual plur,ablt
пронизывающий	PRTF,impf,tran,pres,actv,Adjx masc,sing,nomn
пронизывающий	PRTF,impf,tran,pres,actv,Adjx inan,masc,sing,accs
объятой	PRTF,perf,tran,past,pssv femn,sing,gent
объятой	PRTF,perf,tran,past,pssv femn,sing,datv
объятой	PRTF,perf,tran,past,pssv femn,sing,ablt
объятой	PRTF,perf,tran,past,pssv femn,sing,loct
нарнийский	ADJF masc,sing,nomn
нарнийский	ADJF inan,masc,sing,accs
нарнийский	NOUN,anim,masc,Sgtm,Surn sing,nomn
воцарилась	VERB,perf,intr femn,sing,past,indc
которую	ADJF,Apro,Subx,Anph femn,sing,accs
гибелью	NOUN,inan,femn sing,ablt
злобы	NOUN,inan,femn sing,gent
злобы	NOUN,inan,femn plur,nomn
злобы	NOUN,inan,femn plur,accs
глубину	NOUN,inan,femn sing,accs
чёрная	ADJF,Qual femn,sing,nomn
призвав	GRND,perf,tran past
бьётся	VERB,impf,intr sing,3per,pres,indc
фонарями	NOUN,inan,masc plur,ablt
выпущу	VERB,perf,tran sing,1per,futr,indc
глоточек…	UNKN
кажется	CONJ,Prnt
кажется	VERB,impf,intr sing,3per,pres,indc
знаков	NOUN,inan,masc plur,gent
знаков	ADJS,Qual masc,sing
прикрыл	VERB,perf,tran masc,sing,past,indc
заиграли	VERB,perf,tran plur,past,indc
позволю	VERB,perf,tran sing,1per,futr,indc
боимся	VERB,impf,intr plur,1per,pres,indc
бутылке	NOUN,inan,femn sing,loct
бутылке	NOUN,inan,femn sing,datv
сыграй	VERB,perf,tran sing,impr,excl
масса	NOUN,inan,femn sing,nomn
охраны	NOUN,inan,femn sing,gent
охраны	NOUN,inan,femn plur,nomn
охраны	NOUN,inan,femn plur,accs
настоящая	ADJF femn,sing,nomn
соберу	VERB,perf,tran sing,1per,futr,indc
колодец	NOUN,inan,masc sing,nomn
колодец	NOUN,inan,masc sing,accs
дубина	NOUN,inan,femn sing,nomn
дубина	NOUN,anim,femn,Ms-f sing,nomn
приветствует	VERB,impf,tran sing,3per,pres,indc
приветствует	VERB,perf,tran sing,3per,futr,indc
жёсткую	ADJF,Qual femn,sing,accs
вырвался	VERB,perf,intr masc,sing,past,indc
колёсного	ADJF masc,sing,gent
колёсного	ADJF anim,masc,sing,accs
колёсного	ADJF neut,sing,gent
пустынные	ADJF,Qual plur,nomn
пустынные	ADJF,Qual inan,plur,accs
деловит	ADJS,Qual masc,sing
клялись	VERB,impf,intr plur,past,indc
мгновение	NOUN,inan,neut sing,nomn
мгновение	NOUN,inan,neut sing,accs
гадости	NOUN,inan,femn sing,gent
гадости	NOUN,inan,femn sing,datv
гадости	NOUN,inan,femn sing,loct
гадости	NOUN,inan,femn plur,nomn
гадости	NOUN,inan,femn plur,accs
завтрака	NOUN,inan,masc sing,gent
уголках	NOUN,inan,masc plur,loct
рыб	NOUN,anim,femn plur,gent
рыб	NOUN,anim,femn plur,accs
ликом	NOUN,inan,masc sing,ablt
невыносимо	ADJS,Qual neut,sing
множество	NOUN,inan,neut sing,accs
множество	NOUN,inan,neut sing,nomn
мы	NPRO,1per plur,nomn
норы	NOUN,inan,femn sing,gent
норы	NOUN,inan,femn plur,nomn
норы	NOUN,inan,femn plur,accs
баранины	NOUN,inan,femn sing,gent
баранины	NOUN,inan,femn plur,nomn
баранины	NOUN,inan,femn plur,accs
дверь!	UNKN
пажу	NOUN,anim,masc sing,datv
пажу	VERB,impf,tran sing,1per,pres,indc
отпустила	VERB,perf,tran femn,sing,past,indc
которыми	ADJF,Apro,Subx,Anph plur,ablt
морока	NOUN,inan,masc sing,gent
морока	NOUN,inan,femn sing,nomn
дикие	ADJF,Qual plur,nomn
дикие	ADJF,Qual inan,plur,accs
вздохнул	VERB,perf,intr masc,sing,past,indc
лучи	NOUN,inan,masc plur,nomn
лучи	NOUN,inan,masc plur,accs
лучи	VERB,impf,tran sing,impr,excl
разгорячившийся	PRTF,perf,intr,past,actv masc,sing,nomn
разгорячившийся	PRTF,perf,intr,past,actv inan,masc,sing,accs
когда-то	ADVB
наполненную	PRTF,perf,tran,past,pssv femn,sing,accs
земле	NOUN,inan,femn sing,loct
земле	NOUN,inan,femn sing,datv
различала	VERB,impf,tran femn,sing,past,indc
гладкого	ADJF,Qual masc,sing,gent
гладкого	ADJF,Qual anim,masc,sing,accs
гладкого	ADJF,Qual neut,sing,gent
смею	VERB,impf,intr sing,1per,pres,indc
превратятся	VERB,perf,intr plur,3per,futr,indc
всего…	UNKN
солнцем…	UNKN
вернуло	VERB,perf,tran neut,sing,past,indc
условиться	INFN,perf,intr
восстанет	VERB,perf,intr sing,3per,futr,indc
приуныли	VERB,perf,intr plur,past,indc
громадном	ADJF,Qual masc,sing,loct
громадном	ADJF,Qual neut,sing,loct
логике	NOUN,inan,femn sing,datv
логике	NOUN,anim,masc sing,loct
логике	NOUN,inan,femn sing,loct
цивилизованную	PRTF,perf,tran,past,pssv femn,sing,accs
цивилизованную	PRTF,impf,tran,past,pssv femn,sing,accs
цивилизованную	ADJF femn,sing,accs
дядиных	ADJF,Poss plur,gent
дядиных	ADJF,Poss anim,plur,accs
дядиных	ADJF,Poss plur,loct
школьниками	NOUN,anim,masc plur,ablt
школьник…	UNKN
замке	NOUN,inan,masc sing,loct
стоявшего	PRTF,impf,intr,past,actv masc,sing,gent
стоявшего	PRTF,impf,intr,past,actv anim,masc,sing,accs
стоявшего	PRTF,impf,intr,past,actv neut,sing,gent
бечёвка	NOUN,inan,femn sing,nomn
первая	ADJF,Anum femn,sing,nomn
пошатнулся	VERB,perf,intr masc,sing,past,indc
задержимся	VERB,perf,intr plur,1per,futr,indc
задержимся	VERB,perf,intr sing,impr,incl
покончит	VERB,perf,tran sing,3per,futr,indc
нешуточное	ADJF,Qual neut,sing,nomn
нешуточное	ADJF,Qual neut,sing,accs
главному	NOUN,inan,neut sing,datv
главному	ADJF,Qual masc,sing,datv
главному	ADJF,Qual neut,sing,datv
тикали	VERB,impf,intr plur,past,indc
провидением	NOUN,inan,neut sing,ablt
колдуньей	NOUN,anim,femn sing,ablt
приподнимаясь	GRND,impf,intr pres
кипам	NOUN,inan,femn plur,datv
темнолицые	ADJF plur,nomn
темнолицые	ADJF inan,plur,accs
хижиной	NOUN,inan,femn sing,ablt
джинн	NOUN,anim,masc sing,nomn
поневоле	ADVB
присоединилось	VERB,perf,intr neut,sing,past,indc
даме	NOUN,anim,femn sing,datv
даме	NOUN,anim,femn sing,loct
начальнику	NOUN,anim,masc sing,datv
ожерельями	NOUN,inan,neut plur,ablt,V-be
ожерельями	NOUN,inan,neut plur,ablt
родилась	VERB,perf,intr femn,sing,past,indc
родилась	VERB,impf,intr femn,sing,past,indc
свёрток	NOUN,inan,femn plur,gent
свёрток	NOUN,inan,masc sing,nomn
свёрток	NOUN,inan,masc sing,accs
уступами	NOUN,inan,masc plur,ablt
высокий	ADJF,Qual masc,sing,nomn
высокий	ADJF,Qual inan,masc,sing,accs
поджидает	VERB,impf,tran sing,3per,pres,indc
созвучиями	NOUN,inan,neut plur,ablt
речи	NOUN,inan,femn sing,gent
речи	NOUN,inan,femn sing,loct
речи	NOUN,inan,femn sing,datv
речи	NOUN,inan,femn plur,nomn
речи	NOUN,inan,femn plur,accs
огнём	NOUN,inan,masc sing,ablt
почистить	INFN,perf,tran
неплохи	ADJS plur
невесть	PRCL
дамочка	NOUN,anim,femn sing,nomn
мечты	NOUN,inan,femn sing,gent
мечты	NOUN,inan,femn plur,nomn
мечты	NOUN,inan,femn plur,accs
читал	VERB,impf,tran masc,sing,past,indc
хранилась	VERB,impf,intr femn,sing,past,indc
полистал	VERB,perf,tran masc,sing,past,indc
лорд	NOUN,anim,masc sing,nomn
наблюдали	VERB,impf,tran plur,past,indc
тону	VERB,impf,intr sing,1per,pres,indc
тону	NOUN,inan,masc sing,datv
пажи	NOUN,anim,masc plur,nomn
распаренным	PRTF,perf,tran,past,pssv masc,sing,ablt
распаренным	PRTF,perf,tran,past,pssv neut,sing,ablt
распаренным	PRTF,perf,tran,past,pssv plur,datv
тащи	VERB,impf,tran sing,impr,excl
протекала	VERB,impf,intr femn,sing,past,indc
видевшие	PRTF,impf,tran,past,actv plur,nomn
видевшие	PRTF,impf,tran,past,actv inan,plur,accs
лес	NOUN,inan,masc sing,nomn
лес	NOUN,inan,femn plur,gent
лес	NOUN,inan,masc sing,accs
когда-либо	ADVB
маршалов	NOUN,anim,masc plur,gent
маршалов	NOUN,anim,masc plur,accs
розами	NOUN,inan,femn plur,ablt
розами	NOUN,anim,femn,Name plur,ablt
прелестная	ADJF,Qual femn,sing,nomn
морями	NOUN,inan,neut plur,ablt
белую	ADJF,Qual femn,sing,accs
волк-оборотень	NOUN,anim,masc sing,nomn
волк-оборотень	NOUN,inan,masc sing,nomn
волк-оборотень	NOUN,anim,masc sing,nomn
тархану	NOUN,anim,masc,Name sing,datv
тархану	NOUN,inan,masc sing,datv
тархану	NOUN,anim,masc sing,datv
кто-нибудь	NPRO,masc sing,nomn
ступни	NOUN,inan,femn sing,gent
ступни	NOUN,inan,femn plur,nomn
ступни	NOUN,inan,femn plur,accs
сотня	NOUN,inan,femn sing,nomn
драки	NOUN,inan,femn sing,gent
драки	NOUN,inan,femn plur,nomn
драки	NOUN,inan,femn plur,accs
семьсот	NUMR nomn
семьсот	NUMR accs
настигло	VERB,perf,tran neut,sing,past,indc
гремучую	ADJF,Qual femn,sing,accs
дна	NOUN,inan,neut sing,gent
